val_family,n_val,nearest_train_family,min_dist_to_train,dist_to_train_global,label_entropy,view,fold
phoenicopteridae,24,cacatuidae,0.1888081431388855,0.24145549535751343,0.2178923717790347,Side,0
chionidae,6,cacatuidae,0.1566230058670044,0.25850480794906616,-0.0,Side,0
pityriasidae,6,estrildidae,0.15099233388900757,0.18852412700653076,0.15139548385216103,Side,0
irenidae,12,sturnidae,0.10045558214187622,0.14676421880722046,-0.0,Side,0
eupetidae,6,leiothrichidae,0.09483259916305542,0.11406445503234863,-0.0,Side,0
ifritidae,6,grallariidae,0.08927160501480103,0.11645269393920898,-0.0,Side,0
sapayoidae,1,phylloscopidae,0.08612453937530518,0.11216747760772705,0.03562690342106511,Side,0
coraciidae,65,momotidae,0.0857996940612793,0.12051093578338623,0.5660177057270377,Side,0
phaethontidae,16,dromadidae,0.08133363723754883,0.1935960054397583,0.021016944912793344,Side,0
gaviidae,21,alcidae,0.08027315139770508,0.13720500469207764,0.10251194034822506,Side,0
cariamidae,5,ardeidae,0.08019810914993286,0.09958696365356445,0.30309032850224166,Side,0
hypocoliidae,6,mimidae,0.07892268896102905,0.09780752658843994,0.16499401989203172,Side,0
machaerirhynchidae,12,aegithinidae,0.07818126678466797,0.1561872959136963,0.13289176949429773,Side,0
peucedramidae,6,parulidae,0.07767045497894287,0.13555681705474854,-0.0,Side,0
spheniscidae,66,ciconiidae,0.07509946823120117,0.11989808082580566,0.20081724941507637,Side,0
sagittariidae,6,bucerotidae,0.07410812377929688,0.10167664289474487,0.5158769720855539,Side,0
pittidae,154,pipridae,0.07078242301940918,0.09256231784820557,0.20892078437826017,Side,0
jacanidae,46,paradisaeidae,0.06944745779037476,0.05981290340423584,0.1439369231857393,Side,0
aramidae,3,scopidae,0.06826090812683105,0.1141471266746521,0.46346712271710633,Side,0
panuridae,6,paradoxornithidae,0.0656057596206665,0.10018467903137207,-0.0,Side,0
calyptophilidae,3,pachycephalidae,0.06548857688903809,0.08018887042999268,0.1449605560556627,Side,0
rhodinocichlidae,4,muscicapidae,0.06013542413711548,0.06526196002960205,0.39232250114501355,Side,0
chaetopidae,9,monarchidae,0.05930042266845703,0.058363497257232666,0.27643459094367495,Side,0
buphagidae,12,leiothrichidae,0.05889785289764404,0.07411003112792969,0.27804524290148275,Side,0
pnoepygidae,14,grallariidae,0.05877774953842163,0.13377273082733154,0.19869001388571225,Side,0
