val_family,min_dist_to_train,dist_to_train_global,label_entropy,n_val
bombycillidae,0.05924785137176514,0.06715971231460571,0.26410869503660717,18.0
gaviidae,0.058822035789489746,0.1496768593788147,0.14789346797228953,21.0
eurylaimidae,0.05824685096740723,0.06768035888671875,0.2538292060830763,44.0
thinocoridae,0.05800282955169678,0.07474678754806519,0.15377044411143687,20.0
scopidae,0.0571824312210083,0.09261780977249146,0.4214231337006479,6.0
jacanidae,0.05647897720336914,0.06303489208221436,0.20765708528088175,46.0
nyctibiidae,0.056181252002716064,0.13409799337387085,0.3209745192138821,15.0
megapodiidae,0.055860936641693115,0.06948530673980713,0.3790566328110621,34.0
gruidae,0.055819928646087646,0.07898974418640137,0.9127955455958653,50.0
eulacestomatidae,0.05570542812347412,0.09712696075439453,0.06142684714331485,3.0
burhinidae,0.05535018444061279,0.07093673944473267,1.0053369416546705,40.0
zeledoniidae,0.054702699184417725,0.11044692993164062,0.0,6.0
cacatuidae,0.05454474687576294,0.06716465950012207,0.8002895510768645,61.0
chloropseidae,0.05443328619003296,0.17561501264572144,0.3539317498781294,44.0
psittacidae,0.05443328619003296,0.13333207368850708,0.6817190651394659,1124.0
platylophidae,0.05424392223358154,0.13947153091430664,0.1938712010808734,6.0
lamproliidae,0.05424392223358154,0.10825061798095703,0.28010565722627345,12.0
dromadidae,0.05352520942687988,0.1588703989982605,0.38689180231123277,6.0
recurvirostridae,0.05352520942687988,0.10046577453613281,0.511860273024729,37.0
oceanitidae,0.05317533016204834,0.060510456562042236,0.017186372845371792,39.0
ciconiidae,0.05312180519104004,0.06388986110687256,0.9463923405441343,83.0
panuridae,0.05284637212753296,0.08556437492370605,0.0,6.0
ptiliogonidae,0.052632689476013184,0.06768715381622314,0.6124802105566856,24.0
peucedramidae,0.052114009857177734,0.0839301347732544,0.0,6.0
philepittidae,0.051599979400634766,0.11324667930603027,0.02582166019025626,20.0
caprimulgidae,0.051442503929138184,0.09182965755462646,1.0267377865016056,339.0
brachypteraciidae,0.051384806632995605,0.056820034980773926,0.3290828386005055,27.0
capitonidae,0.0511091947555542,0.10140359401702881,0.09086329903973436,40.0
elanidae,0.05052363872528076,0.07712256908416748,1.0260779351439513,30.0
pandionidae,0.05021393299102783,0.07230597734451294,0.6208859654005585,6.0
strigopidae,0.04931962490081787,0.06870138645172119,0.40107388783902537,14.0
pittidae,0.04907900094985962,0.07902604341506958,0.30140897956114837,154.0
cinclidae,0.049030423164367676,0.07409000396728516,0.24056252309210932,26.0
stercorariidae,0.04843640327453613,0.047788023948669434,0.5693777356791078,46.0
