val_family,n_val,nearest_train_family,min_dist_to_train,dist_to_train_global,label_entropy,view,fold
pelecanidae,41,threskiornithidae,0.11598455905914307,0.1685863733291626,0.5481199807785241,Back,2
pluvianidae,6,artamidae,0.11445701122283936,0.16368305683135986,0.0701538040281851,Back,2
picathartidae,9,vangidae,0.10055631399154663,0.11400097608566284,0.05682083281617824,Back,2
callaeidae,3,muscicapidae,0.09640300273895264,0.10828381776809692,0.008869563399120262,Back,2
balaenicipitidae,2,anhimidae,0.08999037742614746,0.0994272232055664,0.27752525407399425,Back,2
numididae,11,cinclidae,0.07723212242126465,0.08636558055877686,0.44405182056204534,Back,2
melampittidae,6,cinclidae,0.07627522945404053,0.10758459568023682,0.060867344104051424,Back,2
psophiidae,12,jacanidae,0.07328230142593384,0.07975989580154419,-0.0,Back,2
zeledoniidae,6,pipridae,0.06520593166351318,0.10684001445770264,-0.0,Back,2
paramythiidae,11,pipridae,0.06300473213195801,0.0994383692741394,0.09528266243912405,Back,2
galbulidae,74,trochilidae,0.061077117919921875,0.08507871627807617,0.2768254248040174,Back,2
atrichornithidae,4,locustellidae,0.059750139713287354,0.08711457252502441,0.270743833235469,Back,2
diomedeidae,54,charadriidae,0.05844777822494507,0.08469212055206299,0.0072652616218541605,Back,2
recurvirostridae,37,artamidae,0.057244300842285156,0.08138996362686157,0.3547945050877348,Back,2
aegithinidae,24,spindalidae,0.05619478225708008,0.09942388534545898,0.3384557622201387,Back,2
donacobiidae,6,rhipiduridae,0.055774152278900146,0.0879364013671875,0.2795349771249605,Back,2
gruidae,50,threskiornithidae,0.05162543058395386,0.08289116621017456,0.6327016588574512,Back,2
sulidae,41,threskiornithidae,0.05131733417510986,0.0828624963760376,0.12570061297635288,Back,2
cnemophilidae,14,pipridae,0.05075252056121826,0.06804978847503662,0.0685885759674664,Back,2
bucerotidae,235,cracidae,0.05056661367416382,0.058084726333618164,0.38441157761014305,Back,2
eulacestomatidae,3,vireonidae,0.04993271827697754,0.07704532146453857,0.04257784590807542,Back,2
leptosomidae,6,sturnidae,0.04940420389175415,0.06446194648742676,0.1515777829623566,Back,2
pteroclidae,96,phasianidae,0.045065879821777344,0.1111147403717041,0.6250297225899466,Back,2
dulidae,6,pycnonotidae,0.044055819511413574,0.0560072660446167,0.28145039389705606,Back,2
falcunculidae,6,spindalidae,0.04382789134979248,0.07391357421875,0.3639507481246274,Back,2
chloropseidae,44,psittacidae,0.04336118698120117,0.15594875812530518,0.24532679453867315,Back,2
alcidae,101,haematopodidae,0.043355584144592285,0.06916344165802002,0.07792624854823596,Back,2
eurylaimidae,44,capitonidae,0.04257333278656006,0.05765187740325928,0.1759409985402537,Back,2
dicruridae,115,corvidae,0.04200327396392822,0.09541654586791992,0.40655965843236613,Back,2
ciconiidae,83,threskiornithidae,0.04172945022583008,0.06295692920684814,0.6559891825516944,Back,2
momotidae,54,meropidae,0.04070591926574707,0.16877591609954834,0.23307702933811306,Back,2
alcedinidae,436,thraupidae,0.04041564464569092,0.0524904727935791,0.487728372690054,Back,2
pandionidae,6,accipitridae,0.039753615856170654,0.08924698829650879,0.43036535636663686,Back,2
stercorariidae,46,charadriidae,0.0385359525680542,0.05417990684509277,0.39466257215957923,Back,2
brachypteraciidae,27,cuculidae,0.03752279281616211,0.07395249605178833,0.22810284174660395,Back,2
corcoracidae,12,sturnidae,0.03493046760559082,0.045293986797332764,0.5794239302897328,Back,2
strigidae,576,tytonidae,0.03434896469116211,0.08040183782577515,0.5169182971810563,Back,2
megalaimidae,154,psittacidae,0.03351104259490967,0.1233176589012146,0.24402785200730526,Back,2
otididae,98,phasianidae,0.03306114673614502,0.08831322193145752,0.6556156905280965,Back,2
oriolidae,163,ploceidae,0.03158164024353027,0.049175798892974854,0.34007265455007524,Back,2
viduidae,74,hirundinidae,0.03063035011291504,0.030581355094909668,0.5857411072221705,Back,2
psophodidae,11,pycnonotidae,0.030398011207580566,0.058586716651916504,0.4269632873463649,Back,2
mitrospingidae,16,thraupidae,0.030351638793945312,0.03889191150665283,0.0384985598226612,Back,2
ptiliogonidae,24,campephagidae,0.030074357986450195,0.041480839252471924,0.4245389310961282,Back,2
procellariidae,281,accipitridae,0.03005903959274292,0.04733002185821533,0.06557978465460099,Back,2
alaudidae,472,calcariidae,0.02965986728668213,0.06216710805892944,0.7224011885354916,Back,2
nyctibiidae,15,caprimulgidae,0.029598712921142578,0.10908102989196777,0.22248258302468638,Back,2
ardeidae,298,threskiornithidae,0.028859615325927734,0.02553880214691162,0.6292422700171639,Back,2
formicariidae,34,rhinocryptidae,0.02882540225982666,0.052787721157073975,0.02100550354742578,Back,2
rallidae,483,rhinocryptidae,0.028718411922454834,0.03134030103683472,0.6642700722377342,Back,2
philepittidae,20,nectariniidae,0.028407633304595947,0.06401562690734863,0.017898210958253107,Back,2
podargidae,54,caprimulgidae,0.028015077114105225,0.0614628791809082,0.19898348898354598,Back,2
prunellidae,69,passeridae,0.027306675910949707,0.049544572830200195,0.6837872045057575,Back,2
tinamidae,59,phasianidae,0.027124881744384766,0.07458537817001343,0.5887224255087025,Back,2
troglodytidae,273,timaliidae,0.026894569396972656,0.0343969464302063,0.47729508984895214,Back,2
modulatricidae,13,timaliidae,0.02639615535736084,0.06382089853286743,-0.0,Back,2
icteridae,485,thraupidae,0.025669097900390625,0.03343147039413452,0.6357775028801258,Back,2
