"Species_Name";"Seasonal";"N_obs_ebird";"Mean_prob_ebird";"Sd_prob_ebird";"Mean_lat_ebird";"1";"2";"3";"4";"8";"12";"14";"9_11";"5_13_15";"6_7"
"Apalis flavida";"BREEDING-RESIDENT";"45285";"0.5899";"0.2624";"-12.3015";18,8;72,1;9,1;0;0;0;0;0;0;0
"Apalis flavigularis";"BREEDING-RESIDENT";"81";"0.5737";"0.2079";"-15.6488";80,6;0;15,8;0;0;0;3,6;0;0;0
"Apalis fuscigularis";"BREEDING-RESIDENT";"283";"0.821";"0.0851";"-3.3714";100;0;0;0;0;0;0;0;0;0
"Apalis goslingi";"BREEDING-RESIDENT";"113";"0.2419";"0.147";"0.0137";93,6;0;0;0;0;0;5,8;0;0,6;0
"Apalis jacksoni";"BREEDING-RESIDENT";"6249";"0.7788";"0.219";"-0.8367";84,5;0;0;0;0;0;15,5;0;0;0
"Apalis karamojae";"BREEDING-RESIDENT";"307";"0.325389576547231";"0.163024755700326";"-1.61772671009772";0;100;0;0;0;0;0;0;0;0
"Apalis lynesi";"BREEDING-RESIDENT";"9";"0.4113";"0.0544";"-15.3733";96,7;0;0;0;0;0;3,3;0;0;0
"Apalis melanocephala";"BREEDING-RESIDENT";"3366";"0.5878";"0.2475";"-5.2192";81,2;13,3;5,5;0;0;0;0;0;0;0
"Apalis nigriceps";"BREEDING-RESIDENT";"1266";"0.4889";"0.2268";"5.2379";94,5;0;0;0;0;0;5,5;0;0;0
"Apalis personata";"BREEDING-RESIDENT";"4515";"0.8362";"0.1766";"-1.7184";84,2;0;0;0;0;0;15,8;0;0;0
"Apalis porphyrolaema";"BREEDING-RESIDENT";"5413";"0.7647";"0.2085";"-1.1453";100;0;0;0;0;0;0;0;0;0
"Apalis ruddi";"BREEDING-RESIDENT";"4402";"0.5464";"0.2698";"-27.7917";39,9;60;0,1;0;0;0;0;0;0;0
"Apalis rufogularis";"BREEDING-RESIDENT";"7408";"0.5381";"0.2827";"-0.1009";100;0;0;0;0;0;0;0;0;0
"Apalis sharpii";"BREEDING-RESIDENT";"2801";"0.4295";"0.2487";"5.971";100;0;0;0;0;0;0;0;0;0
"Apalis thoracica";"BREEDING-RESIDENT";"28787";"0.6382";"0.244";"-28.4925";40;0;30,9;0;0;0;29,2;0;0;0
"Apaloderma aequatoriale";"BREEDING-RESIDENT";"108";"0.2189";"0.0988";"3.8659";99,6;0;0;0;0;0;0,4;0;0;0
"Apaloderma narina";"BREEDING-RESIDENT";"14883";"0.5155";"0.2674";"-11.3878";68,8;17,8;4,3;0;0;0;9;0;0;0
"Apaloderma vittatum";"BREEDING-RESIDENT";"3850";"0.7175";"0.2249";"-2.1708";82,5;0;0;0,3;0;0;17,1;0;0;0
"Aphanotriccus audax";"BREEDING-RESIDENT";"1308";"0.3345";"0.1457";"6.51";100;0;0;0;0;0;0;0;0;0
"Aphanotriccus capitalis";"BREEDING-RESIDENT";"5308";"0.3822";"0.1646";"9.8501";82,3;0;4,5;0;0;0;13,1;0;0;0
"Aphelocephala leucopsis";"BREEDING-RESIDENT";"28043";"0.3771";"0.2377";"-32.6225";0;25,8;74,2;0;0;0;0;0;0;0
"Aphelocephala nigricincta";"BREEDING-RESIDENT";"1209";"0.3859";"0.2405";"-25.7583";0;0;13,3;86,7;0;0;0;0;0;0
"Aphelocephala pectoralis";"BREEDING-RESIDENT";"430";"0.4383";"0.2002";"-29.3254";0;0;6,7;93,3;0;0;0;0;0;0
"Aphelocoma californica";"BREEDING-RESIDENT";"207912";"0.611304959790681";"0.27872678825657";"36.6957048289661";15,5;0;51,1;0;0;0;33,3;0;0;0
"Aphelocoma coerulescens";"BREEDING-RESIDENT";"34950";"0.5766";"0.278";"28.0425";0;0;100;0;0;0;0;0;0;0
"Aphelocoma ultramarina";"BREEDING-RESIDENT";"3856";"0.5363";"0.2518";"19.2951";100;0;0;0;0;0;0;0;0;0
"Aphelocoma unicolor";"BREEDING-RESIDENT";"8323";"0.3085";"0.2582";"15.7838";100;0;0;0;0;0;0;0;0;0
"Aphelocoma wollweberi";"BREEDING-RESIDENT";"100000";"0.4962";"0.2263";"31.5711";100;0;0;0;0;0;0;0;0;0
"Aphrastura masafuerae";"BREEDING-RESIDENT";"32";"NaN";"NaN";"-33.7784";77,8;0;22,2;0;0;0;0;0;0;0
"Aphrastura spinicauda";"BREEDING-RESIDENT";"69691";"0.6";"0.2712";"-41.6877";40,1;0;5;9,9;0;0;45;0;0;0
"Aphrodroma brevirostris";"BREEDING-RESIDENT";"1802";"0.2896";"0.2113";"-52.8938";0;0;0;0;0;0;0;100;0;0
"Aplonis brunneicapillus";"BREEDING-RESIDENT";"19";"0.1972";"0.0731";"-9.5086";100;0;0;0;0;0;0;0;0;0
"Aplonis cantoroides";"BREEDING-RESIDENT";"3984";"0.5197";"0.2788";"-6.1771";74,8;3,3;0;0;0;0;21,8;0;0;0
"Aplonis cinerascens";"BREEDING-RESIDENT";"129";"0.3112";"0.1042";"-21.2514";100;0;0;0;0;0;0;0;0;0
"Aplonis crassa";"BREEDING-RESIDENT";"358";"0.5862";"0.1982";"-7.8124";100;0;0;0;0;0;0;0;0;0
"Aplonis dichroa";"BREEDING-RESIDENT";"106";"0.2945";"0.1396";"-10.5857";100;0;0;0;0;0;0;0;0;0
"Aplonis feadensis";"BREEDING-RESIDENT";"23";"0.4112";"0.3707";"-4.2441";100;0;0;0;0;0;0;0;0;0
"Aplonis grandis";"BREEDING-RESIDENT";"641";"0.2866";"0.1624";"-8.5582";82,1;0;0;0;0;0;17,9;0;0;0
"Aplonis insularis";"BREEDING-RESIDENT";"30";"0.3745";"0.0866";"-11.5669";100;0;0;0;0;0;0;0;0;0
"Aplonis magna";"BREEDING-RESIDENT";"755";"0.7429";"0.1584";"-1.0912";90,2;0;0;0;0;0;9,8;0;0;0
"Aplonis metallica";"BREEDING-RESIDENT";"45000";"0.7418";"0.2351";"-13.5782";76,6;0,7;0;0;0;0;22,8;0;0;0
"Aplonis minor";"BREEDING-RESIDENT";"4747";"0.609";"0.2562";"-3.9543";71,2;0;0;0;0;0;28,8;0;0;0
"Aplonis mysolensis";"BREEDING-RESIDENT";"1567";"0.521";"0.2373";"-0.889";74,2;0;0;0;0;0;25,8;0;0;0
"Aplonis mystacea";"BREEDING-RESIDENT";"282";"0.4426";"0.2486";"-6.0616";100;0;0;0;0;0;0;0;0;0
"Aplonis opaca";"BREEDING-RESIDENT";"9276";"0.5801";"0.2579";"11.352";73,3;0;3,3;0;0;0;23,5;0;0;0
"Aplonis panayensis";"BREEDING-RESIDENT";"100000";"0.7808";"0.2473";"4.8465";49;0;0;0;0;0;51;0;0;0
"Aplonis santovestris";"BREEDING-RESIDENT";"2";"0.3574";"0.0086";"-15.3552";100;0;0;0;0;0;0;0;0;0
"Aplonis striata";"BREEDING-RESIDENT";"1275";"0.3973";"0.1655";"-21.7445";88,1;0;0;0;0;0;11,9;0;0;0
"Aplonis tabuensis";"BREEDING-RESIDENT";"1817";"0.329";"0.2018";"-16.4164";80,1;0;0;0;0;0;19,9;0;0;0
"Aplonis zelandica";"BREEDING-RESIDENT";"19";"0.3245";"0.1366";"-12.6162";100;0;0;0;0;0;0;0;0;0
"Aplopelia larvata";"BREEDING-RESIDENT";"7360";"0.7029";"0.229";"-17.0328";74;0;0;0;0;0;26;0;0;0
"Aprositornis disjuncta";"BREEDING-RESIDENT";"600";"0.6183";"0.1105";"3.7911";0;100;0;0;0;0;0;0;0;0
"Aprosmictus erythropterus";"BREEDING-RESIDENT";"73196";"0.6191";"0.2921";"-19.088";31,9;64,4;3,7;0;0;0;0;0;0;0
"Aptenodytes forsteri";"BREEDING-RESIDENT";"91";"NaN";"NaN";"-77.6371";0;0;0;0;0;0;0;100;0;0
"Aptenodytes forsteri";"NONBREEDING";"1202";"NaN";"NaN";"-66.8456";0;0;0;0;0;0;0;100;0;0
"Aptenodytes patagonicus";"BREEDING-RESIDENT";"6715";"0.4371";"0.2154";"-53.6266";0;0;0,7;94,4;0;0;0;4,9;0;0
"Aptenodytes patagonicus";"NONBREEDING";"7779";"0.4307";"0.1888";"-53.6617";0;0;0;0;0;0;0;100;0;0
"Aptenorallus calayanensis";"BREEDING-RESIDENT";"47";"0.1474";"0.098";"19.3259";100;0;0;0;0;0;0;0;0;0
"Apteryx australis";"BREEDING-RESIDENT";"2623";"0.6205";"0.3283";"-46.7281";69,3;0;10,4;0;0;0,5;19,8;0;0;0
"Apteryx haastii";"BREEDING-RESIDENT";"2086";"0.1473";"0.1334";"-41.4914";96,5;0;1,6;1,9;0;0;0;0;0;0
"Apteryx mantelli";"BREEDING-RESIDENT";"1295";"0.324";"0.2224";"-36.0563";81,2;0;5,1;0;0;0;13,7;0;0;0
"Apteryx owenii";"BREEDING-RESIDENT";"565";"0.9242";"0.0807";"-40.7061";95,4;0;0,9;3,7;0;0;0;0;0;0
"Apteryx rowi";"BREEDING-RESIDENT";"557";"0.5973";"0.1827";"-43.2411";100;0;0;0;0;0;0;0;0;0
"Apus acuticauda";"BREEDING-RESIDENT";"546";"0.453215201465201";"0.1975";"25.4308807692308";100;0;0;0;0;0;0;0;0;0
"Apus acuticauda";"NONBREEDING";"127";"0.405715748031496";"0.170994488188976";"20.6799133858268";100;0;0;0;0;0;0;0;0;0
"Apus affinis";"BREEDING-RESIDENT";"100000";"0.6352";"0.2647";"9.0943";29,6;48,8;12,8;8,8;0;0;0;0;0;0
"Apus alexandri";"BREEDING-RESIDENT";"991";"0.577";"0.186";"15.5123";0,7;0;99,3;0;0;0;0;0;0;0
"Apus apus";"BREEDING-RESIDENT";"100000";"0.572";"0.27";"45.9004";7;0,1;14,7;3,4;0,4;0;68;0;6,3;0
"Apus apus";"NONBREEDING";"3012";"0.5298";"0.2675";"-13.937";25,8;39,6;8,2;9,7;0,7;0;13,4;0;2,7;0
"Apus balstoni";"BREEDING-RESIDENT";"3009";"0.6686";"0.2676";"-20.0372";97,8;0;0;0;0;2,2;0;0;0;0
"Apus barbatus";"BREEDING-RESIDENT";"14034";"0.6424";"0.2702";"-25.8958";19,5;0;0;80,5;0;0;0;0;0;0
"Apus batesi";"BREEDING-RESIDENT";"523";"0.5045";"0.224";"4.2606";97,1;0;0;2,9;0;0;0;0;0;0
"Apus berliozi";"BREEDING-RESIDENT";"749";"0.7799";"0.1718";"16.7451";0;0;52,4;34,8;0;0,1;11,7;0;0;1,1
"Apus berliozi";"NONBREEDING";"39";"0.5028";"0.2631";"-3.6108";0;0;0;29,7;0;13,7;56,6;0;0;0
"Apus bradfieldi";"BREEDING-RESIDENT";"2773";"0.6356";"0.2681";"-23.0025";0;38;34,2;0;26,4;0;0;0;0;1,4
"Apus caffer";"BREEDING-RESIDENT";"58304";"0.5993";"0.2607";"-16.2907";13,3;63,4;23,3;0;0;0;0;0;0;0
"Apus horus";"BREEDING-RESIDENT";"4540";"0.5488";"0.2445";"-16.6204";7,6;40,7;0;38,9;0;0;0;0;12,8;0
"Apus niansae";"BREEDING-RESIDENT";"3038";"0.6277";"0.2485";"-0.2041";0;30,2;29,9;8,5;0;0;31,4;0;0;0,1
"Apus nipalensis";"BREEDING-RESIDENT";"100000";"0.6409";"0.2654";"21.0071";30,5;0;0;0;0;0;69,5;0;0;0
"Apus pacificus";"BREEDING-RESIDENT";"27885";"0.583401861215707";"0.246521502599964";"31.7704022234176";54,3;0;0;0;0;0;45,7;0;0;0
"Apus pacificus";"NONBREEDING";"21365";"0.659437598876668";"0.286447236133864";"-9.14015154692254";67,6;0;0;0;0;0;32,4;0;0;0
"Apus pallidus";"BREEDING-RESIDENT";"100000";"0.7138";"0.241";"34.7718";0;1,5;0;4,8;0;0,6;92,1;0;0;1
"Apus pallidus";"NONBREEDING";"870";"0.696";"0.2478";"13.1169";0;60;0;3;0;1,3;35,7;0;0;0
"Apus sladeniae";"BREEDING-RESIDENT";"14034";"0.6424";"0.2702";"-25.8958";100;0;0;0;0;0;0;0;0;0
"Apus unicolor";"BREEDING-RESIDENT";"19297";"0.7747";"0.156";"29.3332";32,5;39;0;21,2;0;0,4;0;0;6,9;0
"Apus unicolor";"NONBREEDING";"19";"0.7408";"0.181";"30.5165";0;63,8;0;13,7;0;11,8;0;0;10,7;0
"Aquila adalberti";"BREEDING-RESIDENT";"33339";"0.3366";"0.2308";"39.7686";7,8;0;62,2;25,2;0;0;0;0;4,8;0
"Aquila africana";"BREEDING-RESIDENT";"1727";"0.6063";"0.2529";"2.7903";100;0;0;0;0;0;0;0;0;0
"Aquila audax";"BREEDING-RESIDENT";"100000";"0.432";"0.2724";"-32.2998";43,7;14,1;19,2;23;0;0;0;0;0;0
"Aquila chrysaetos";"BREEDING-RESIDENT";"100000";"0.3772";"0.2677";"41.5839";13,7;0;29,2;54,5;1,9;0;0;0;0;0,7
"Aquila chrysaetos";"NONBREEDING";"39315";"0.3715";"0.2885";"41.9004";39;0;12,3;48,5;0,2;0;0;0;0;0
"Aquila fasciata";"BREEDING-RESIDENT";"51131";"0.4673";"0.266";"30.0749";34,2;0;54,7;10,5;0;0;0;0;0;0,6
"Aquila fasciata";"NONBREEDING";"51";"0.6291";"0.1875";"17.3777";0;0;0;94,1;0;0;0;0;5,9;0
"Aquila gurneyi";"BREEDING-RESIDENT";"755";"0.4378";"0.2379";"-1.8271";88,6;0;0;0;0;0;11,4;0;0;0
"Aquila heliaca";"BREEDING-RESIDENT";"10788";"0.3783";"0.2367";"46.1683";6,3;0;4;8,5;0;0;81,3;0;0;0
"Aquila heliaca";"NONBREEDING";"17925";"0.5886";"0.2159";"27.6738";1,3;0;4,2;5,7;0;0;86;0;2,8;0
"Aquila nipalensis";"BREEDING-RESIDENT";"2700";"0.4459";"0.2614";"46.5009";0;0;0;88,2;11,6;0;0;0;0;0,1
"Aquila nipalensis";"NONBREEDING";"49731";"0.5732";"0.2347";"22.2127";25,6;42,4;0;5,6;26,5;0;0;0;0;0
"Aquila rapax";"BREEDING-RESIDENT";"64817";"0.4816";"0.2387";"-4.5616";1,7;64,1;8;5,8;0;0;20,3;0;0;0
"Aquila spilogaster";"BREEDING-RESIDENT";"17751";"0.4735";"0.2456";"-12.3809";4,8;75,8;7,9;1,4;0;0;10,2;0;0;0
"Aquila verreauxii";"BREEDING-RESIDENT";"9931";"0.5119";"0.2877";"-20.3434";0;28,4;18;47,3;5,7;0;0;0;0;0,6
"Ara ararauna";"BREEDING-RESIDENT";"63522";"0.4654";"0.2698";"-5.9879";85,4;14,6;0;0;0;0;0;0;0;0
"Ara chloropterus";"BREEDING-RESIDENT";"42481";"0.4764";"0.269";"-7.5442";81,8;18,2;0;0;0;0;0;0;0;0
"Ara macao";"BREEDING-RESIDENT";"100000";"0.5344";"0.2472";"5.25";93,1;6,9;0;0;0;0;0;0;0;0
"Ara militaris";"BREEDING-RESIDENT";"11177";"0.5719";"0.2418";"1.2338";100;0;0;0;0;0;0;0;0;0
"Ara severus";"BREEDING-RESIDENT";"82370";"0.5163";"0.2664";"-1.6709";100;0;0;0;0;0;0;0;0;0
"Arachnothera affinis";"BREEDING-RESIDENT";"3645";"0.454304746227709";"0.188017421124829";"3.34922938271605";100;0;0;0;0;0;0;0;0;0
"Arachnothera chrysogenys";"BREEDING-RESIDENT";"4167";"0.4545";"0.2189";"4.4373";88;0;0;0;0;0;12;0;0;0
"Arachnothera clarae";"BREEDING-RESIDENT";"1076";"0.3428";"0.2389";"9.1189";67,7;0;5,2;0;0;0;27,1;0;0;0
"Arachnothera crassirostris";"BREEDING-RESIDENT";"2540";"0.4163";"0.1735";"4.8193";88,6;0;0;0;0;0;11,4;0;0;0
"Arachnothera dilutior";"BREEDING-RESIDENT";"1883";"0.661";"0.1987";"9.9265";59;0;0,8;0;0;0;40,2;0;0;0
"Arachnothera flammifera";"BREEDING-RESIDENT";"1183";"0.4211";"0.2318";"7.6356";68,3;0;9,1;0;0;0;22,7;0;0;0
"Arachnothera flavigaster";"BREEDING-RESIDENT";"5376";"0.4811";"0.2265";"4.7086";100;0;0;0;0;0;0;0;0;0
"Arachnothera juliae";"BREEDING-RESIDENT";"1665";"0.6963";"0.1805";"5.7796";100;0;0;0;0;0;0;0;0;0
"Arachnothera longirostra";"BREEDING-RESIDENT";"42974";"0.459";"0.2735";"10.3146";77,2;0;2,7;0;0;0;20,2;0;0;0
"Arachnothera magna";"BREEDING-RESIDENT";"51307";"0.5845";"0.2333";"19.737";89,5;0;1,5;0;0;0;9;0;0;0
"Arachnothera modesta";"BREEDING-RESIDENT";"6481";"0.4529";"0.237";"4.9233";84,4;0;1,8;0;0;0;13,7;0;0;0
"Arachnothera robusta";"BREEDING-RESIDENT";"3335";"0.4582";"0.2097";"4.598";89,8;0;0;0;0;0;10,2;0;0;0
"Aramides albiventris";"BREEDING-RESIDENT";"67842";"0.5421";"0.2405";"14.613";78,7;0;0;0;0;0;0;0;21,3;0
"Aramides axillaris";"BREEDING-RESIDENT";"4395";"0.6975";"0.2515";"13.2903";100;0;0;0;0;0;0;0;0;0
"Aramides cajaneus";"BREEDING-RESIDENT";"100000";"0.5766";"0.2627";"-5.8213";86,2;0;0;0;0;0;0;0;13,8;0
"Aramides calopterus";"BREEDING-RESIDENT";"9";"0.2622";"0.2487";"-3.176";99,8;0;0;0;0;0;0;0;0,2;0
"Aramides mangle";"BREEDING-RESIDENT";"1028";"0.7259";"0.1801";"-14.1058";43,5;0;0;0;0;14,5;42;0;0;0
"Aramides saracura";"BREEDING-RESIDENT";"70300";"0.5026";"0.2599";"-24.4272";97,3;0;0;0;0;0;0;0;2,7;0
"Aramides wolfi";"BREEDING-RESIDENT";"950";"0.4915";"0.2179";"0.7712";100;0;0;0;0;0;0;0;0;0
"Aramides ypecaha";"BREEDING-RESIDENT";"66708";"0.4914";"0.2709";"-30.1333";39,1;0;0;0;0;0;23,2;0;37,7;0
"Aramidopsis plateni";"BREEDING-RESIDENT";"15";"0.3331";"0.1604";"0.2091";80;0;20;0;0;0;0;0;0;0
"Aramus guarauna";"BREEDING-RESIDENT";"100000";"0.5526";"0.2546";"15.253";30,4;44,8;0;0;0;0;0;0;24,7;0
"Aratinga auricapillus";"BREEDING-RESIDENT";"14231";"0.5323";"0.2716";"-18.3294";28,7;35,1;3;0;0;0;33,2;0;0;0
"Aratinga jandaya";"BREEDING-RESIDENT";"3448";"0.5943";"0.3001";"-7.2";69,2;0;0;0;0;0;30,8;0;0;0
"Aratinga maculata";"BREEDING-RESIDENT";"82";"0.4853";"0.2131";"-1.3513";28,4;71,6;0;0;0;0;0;0;0;0
"Aratinga nenday";"BREEDING-RESIDENT";"6639";"0.6315";"0.2993";"-22.1688";23,2;76,8;0;0;0;0;0;0;0;0
"Aratinga weddellii";"BREEDING-RESIDENT";"40610";"0.55";"0.2585";"-6.7219";94,9;0;0;0;0;0;5,1;0;0;0
"Arborophila ardens";"BREEDING-RESIDENT";"490";"0.4511";"0.1898";"18.7322";100;0;0;0;0;0;0;0;0;0
"Arborophila atrogularis";"BREEDING-RESIDENT";"2173";"0.5799";"0.2306";"26.3793";100;0;0;0;0;0;0;0;0;0
"Arborophila brunneopectus";"BREEDING-RESIDENT";"459";"0.3438";"0.235";"18.4746";100;0;0;0;0;0;0;0;0;0
"Arborophila cambodiana";"BREEDING-RESIDENT";"104";"0.1248";"0.0326";"12.0403";100;0;0;0;0;0;0;0;0;0
"Arborophila campbelli";"BREEDING-RESIDENT";"1709";"0.834";"0.0962";"3.7342";100;0;0;0;0;0;0;0;0;0
"Arborophila crudigularis";"BREEDING-RESIDENT";"21512";"0.3513";"0.2084";"24.019";100;0;0;0;0;0;0;0;0;0
"Arborophila davidi";"BREEDING-RESIDENT";"204";"0.3224";"0.1527";"11.5041";90,3;0;2,2;0;0;0;7,5;0;0;0
"Arborophila gingica";"BREEDING-RESIDENT";"917";"0.1671";"0.1056";"26.436";100;0;0;0;0;0;0;0;0;0
"Arborophila hyperythra";"BREEDING-RESIDENT";"3572";"0.6511";"0.1866";"5.8486";100;0;0;0;0;0;0;0;0;0
"Arborophila javanica";"BREEDING-RESIDENT";"980";"0.6633";"0.1313";"-6.9068";100;0;0;0;0;0;0;0;0;0
"Arborophila mandellii";"BREEDING-RESIDENT";"2008";"0.4745";"0.1408";"27.1998";100;0;0;0;0;0;0;0;0;0
"Arborophila orientalis";"BREEDING-RESIDENT";"339";"0.4654";"0.0629";"-8.0986";100;0;0;0;0;0;0;0;0;0
"Arborophila rolli";"BREEDING-RESIDENT";"92";"0.0858";"0.0699";"3.9701";100;0;0;0;0;0;0;0;0;0
"Arborophila rubrirostris";"BREEDING-RESIDENT";"332";"0.4059";"0.1689";"-1.2022";98,5;0;1,5;0;0;0;0;0;0;0
"Arborophila rufipectus";"BREEDING-RESIDENT";"286";"0.1286";"0.0525";"28.7528";100;0;0;0;0;0;0;0;0;0
"Arborophila rufogularis";"BREEDING-RESIDENT";"10122";"0.574";"0.2065";"23.7649";96,4;0;3,6;0;0;0;0;0;0;0
"Arborophila sumatrana";"BREEDING-RESIDENT";"45";"0.0913";"0.044";"-5.0664";100;0;0;0;0;0;0;0;0;0
"Arborophila torqueola";"BREEDING-RESIDENT";"19389";"0.5881";"0.1833";"28.3313";92,8;0;7,2;0;0;0;0;0;0;0
"Arcanator orostruthus";"BREEDING-RESIDENT";"130";"0.4877";"0.1917";"-8.1341";100;0;0;0;0;0;0;0;0;0
"Archboldia papuensis";"BREEDING-RESIDENT";"351";"0.6166";"0.2497";"-5.7199";100;0;0;0;0;0;0;0;0;0
"Archilochus alexandri";"BREEDING-RESIDENT";"100000";"0.6117";"0.2696";"33.998";28,3;0;71,7;0;0;0;0;0;0;0
"Archilochus alexandri";"NONBREEDING";"1786";"0.6183";"0.2625";"20.8482";53;0;0;0;0;0;47;0;0;0
"Archilochus colubris";"BREEDING-RESIDENT";"100000";"0.5108";"0.286";"39.2366";67;0;0;0;0;0;33;0;0;0
"Archilochus colubris";"NONBREEDING";"9131";"0.5643";"0.2495";"18.362";44;0;9,4;0;0;0;46,7;0;0;0
"Ardea alba";"BREEDING-RESIDENT";"100000";"0.6401";"0.2643";"28.055";0;0;0;30,6;0;0;0;10,3;59,1;0
"Ardea alba";"NONBREEDING";"6924";"0.5842";"0.2472";"42.1068";0;0;0;0;0;0;0;100;0;0
"Ardea brachyrhyncha";"BREEDING-RESIDENT";"28603";"0.64";"0.2535";"-8.8143";29,4;0;0;15,6;0;1,2;0;2,7;51,1;0
"Ardea brachyrhyncha";"NONBREEDING";"9";"0.4974";"0.2441";"7.7346";0;0;0;65,3;0;8,2;0;26,6;0;0
"Ardea cinerea";"BREEDING-RESIDENT";"100000";"0.5997";"0.256";"39.2993";26,2;0;0;8,5;0;0;0;12,8;52,5;0
"Ardea cinerea";"NONBREEDING";"100000";"0.6466";"0.2558";"34.5429";19,6;0;0;11,4;0;0;0;10,3;58,7;0
"Ardea cocoi";"BREEDING-RESIDENT";"100000";"0.5729";"0.2701";"-17.5338";0;0;0;0;0;0;0;0;100;0
"Ardea goliath";"BREEDING-RESIDENT";"34725";"0.6006";"0.2477";"-12.8477";26,5;0;8,7;0;0;0;0;4,7;60,2;0
"Ardea goliath";"NONBREEDING";"16";"0.7833";"0.1281";"22.0048";86,9;0;0;0;0;0;0;5,5;7,6;0
"Ardea herodias";"BREEDING-RESIDENT";"100000";"0.6258";"0.2666";"38.6326";66,8;0;0;0;0;0;0;4,3;28,9;0
"Ardea herodias";"NONBREEDING";"5370";"0.6031";"0.2534";"15.7706";87,9;0;0;0;0;0;0;12,1;0;0
"Ardea humbloti";"BREEDING-RESIDENT";"585";"0.7068";"0.2642";"-21.3246";12,7;0;0;0;0;26,2;16,4;20,4;24,3;0
"Ardea humbloti";"NONBREEDING";"481";"0.5741";"0.3296";"-16.2572";73,2;0;0;0;0;0,3;1,1;1,9;23,5;0
"Ardea insignis";"BREEDING-RESIDENT";"806";"0.7304";"0.1876";"27.27";94,5;0;0;0;0;0;0;0;5,5;0
"Ardea intermedia";"BREEDING-RESIDENT";"100000";"0.5939";"0.2742";"15.9468";48,1;0;0;1,5;0;3,8;0;8;38,7;0
"Ardea intermedia";"NONBREEDING";"100000";"0.6462";"0.2439";"18.9008";31,2;0;0;2,4;0;6,1;0;12,8;47,6;0
"Ardea melanocephala";"BREEDING-RESIDENT";"100000";"0.6154";"0.2581";"-12.184";0;46,3;0;18,9;0;0;26,6;0,3;7,9;0
"Ardea pacifica";"BREEDING-RESIDENT";"100000";"0.532";"0.2798";"-29.6209";0;0;0;28;0;0,1;64,6;0;7,3;0
"Ardea pacifica";"NONBREEDING";"93";"0.4126";"0.2539";"-41.7518";0;0;0;0;0;0,1;96,5;0;3,4;0
"Ardea plumifera";"BREEDING-RESIDENT";"100000";"0.7638";"0.2181";"-23.6145";72,4;0;0;5,3;0;1,4;0;4;16,8;0
"Ardea plumifera";"NONBREEDING";"123";"0.7867";"0.1597";"-1.3765";60,8;0;0;3,3;0;0,6;0;0,9;34,5;0
"Ardea purpurea";"BREEDING-RESIDENT";"100000";"0.6252";"0.2557";"18.1941";29,4;0;18,5;0;0;0;0;5,7;46,3;0
"Ardea purpurea";"NONBREEDING";"1677";"0.8534";"0.1449";"24.8145";0,4;0;0;0;0;0;0;2,5;97,1;0
"Ardea sumatrana";"BREEDING-RESIDENT";"6699";"0.7948";"0.2479";"-8.8417";63,6;0;0;0;0;3,9;0;16,8;15,7;0
"Ardenna bulleri";"BREEDING-RESIDENT";"59836";"0.4836";"0.3034";"18.372";0,1;0;0;0;0;0;0;99,8;0;0
"Ardenna carneipes";"BREEDING-RESIDENT";"29329";"0.4672";"0.2844";"-10.9654";0,5;0;0,1;0,7;0;0;0;98,7;0;0
"Ardenna creatopus";"BREEDING-RESIDENT";"100000";"0.5891";"0.3491";"33.1565";0;0;0;0;0;0;0;99,9;0;0
"Ardenna gravis";"BREEDING-RESIDENT";"153";"0.0996";"0.2519";"-39.3322";0;0;0;0,3;0;0;0;99,7;0;0
"Ardenna gravis";"NONBREEDING";"89317";"0.5687";"0.3526";"30.3973";0;0;0;0;0;0;0;100;0;0
"Ardenna grisea";"BREEDING-RESIDENT";"38112";"0.4797";"0.2799";"-47.8988";0;0;0;0,4;0;0;0;99,6;0;0
"Ardenna grisea";"NONBREEDING";"100000";"0.6041";"0.3365";"32.1953";0;0;0;0;0;0;0;100;0;0
"Ardenna pacifica";"BREEDING-RESIDENT";"61521";"0.4559";"0.3281";"3.0045";0;0;0;0;0;0,1;0;99,9;0;0
"Ardenna tenuirostris";"BREEDING-RESIDENT";"48917";"0.5524";"0.3128";"4.848";0;0;0;3;0;0;0;97;0;0
"Ardeola bacchus";"BREEDING-RESIDENT";"69675";"0.7235";"0.2413";"26.1595";27,2;0;0;2,4;0;0;0;37,4;33,1;0
"Ardeola bacchus";"NONBREEDING";"78127";"0.5795";"0.2533";"14.1249";74,3;0;0;1,3;0;0;0;4,5;19,9;0
"Ardeola grayii";"BREEDING-RESIDENT";"100000";"0.5797";"0.2802";"15.9824";63,6;0;0;0;0;0;0;9,5;26,9;0
"Ardeola grayii";"NONBREEDING";"47226";"0.6163";"0.2716";"19.5123";69;0;0;0;0;0;0;4,6;26,5;0
"Ardeola idae";"BREEDING-RESIDENT";"2113";"0.7739";"0.2649";"-18.052";0;0;0;0;0;0;0;0;100;0
"Ardeola idae";"NONBREEDING";"882";"0.6571";"0.2281";"-3.7476";21,3;0;0;0;0;0;49,3;0,3;29;0
"Ardeola ralloides";"BREEDING-RESIDENT";"100000";"0.6902";"0.234";"12.9163";0;0;0;0;0;0;0;4,6;95,4;0
"Ardeola ralloides";"NONBREEDING";"2543";"0.7771";"0.1942";"27.1658";0;0;0;0;0;0;0;2,2;97,8;0
