"Species_Name";"Seasonal";"N_obs_ebird";"Mean_prob_ebird";"Sd_prob_ebird";"Mean_lat_ebird";"1";"2";"3";"4";"8";"12";"14";"9_11";"5_13_15";"6_7"
"Gypaetus barbatus";"BREEDING-RESIDENT";"41622";"0.3773";"0.2073";"35.1424";0;0;13,2;51,7;0;0;27,8;0;0;7,4
"Gypaetus barbatus";"NONBREEDING";"21";"0.3843";"0.1162";"37.5715";0;0;0,4;89,1;0;0;10,6;0;0;0
"Gypohierax angolensis";"BREEDING-RESIDENT";"29893";"0.5916";"0.259";"0.2793";39,9;42,1;0;0;0;0;17,9;0;0;0
"Gyps africanus";"BREEDING-RESIDENT";"83008";"0.5114";"0.2506";"-11.3206";2,9;71,9;7,4;4,6;0,5;0;12,8;0;0;0
"Gyps africanus";"NONBREEDING";"1259";"0.4367";"0.2474";"-4.3455";11,7;60,7;7,3;6,5;0;0;13,8;0;0;0
"Gyps bengalensis";"BREEDING-RESIDENT";"18382";"0.5142";"0.2557";"22.5551";33,2;18,2;0,7;0,4;0;0;47,4;0;0;0
"Gyps bengalensis";"NONBREEDING";"73";"0.324";"0.1312";"25.2963";20,8;26,5;0,8;0;0;0;52;0;0;0
"Gyps coprotheres";"BREEDING-RESIDENT";"7852";"0.4059";"0.1944";"-27.7273";3,8;36,9;7,3;41,8;0;0;10,1;0;0;0
"Gyps coprotheres";"NONBREEDING";"296";"0.4197";"0.2399";"-24.1938";1,7;44,4;16,7;29,8;1,8;0;5,6;0;0;0
"Gyps fulvus";"BREEDING-RESIDENT";"100000";"0.3908";"0.2492";"40.5984";0;0;25,8;7,8;0;0;66,2;0;0;0,2
"Gyps fulvus";"NONBREEDING";"97511";"0.3583";"0.2302";"38.7405";0;0;23,9;11,5;0;0;64,6;0;0;0,1
"Gyps himalayensis";"BREEDING-RESIDENT";"38030";"0.5098";"0.2152";"31.1234";0;0;21,1;68,8;0;0;0;0;0;10,1
"Gyps himalayensis";"NONBREEDING";"19202";"0.5977";"0.1996";"29.0336";0;0;45,8;52,2;0;0;0;0;0;2
"Gyps indicus";"BREEDING-RESIDENT";"14605";"0.4583";"0.2346";"22.7603";28,3;31;1,3;0,4;0;0;39;0;0;0
"Gyps rueppelli";"BREEDING-RESIDENT";"17447";"0.4937";"0.2346";"1.4059";0;81,4;9,5;9,1;0;0;0;0;0;0
"Gyps rueppelli";"NONBREEDING";"3080";"0.6245";"0.2166";"26.3319";0;61,7;32,9;5,4;0;0;0;0;0;0
"Gyps tenuirostris";"BREEDING-RESIDENT";"3470";"0.6252";"0.1933";"24.9179";35,4;11;0,1;0;0;0;53,5;0;0;0
"Gypsophila annamensis";"BREEDING-RESIDENT";"1280";"0.4579";"0.1761";"20.2912";82,4;0;0,9;0;0;0;16,7;0;0;0
"Gypsophila brevicaudata";"BREEDING-RESIDENT";"6773";"0.5572";"0.2554";"14.4716";100;0;0;0;0;0;0;0;0;0
"Gypsophila calcicola";"BREEDING-RESIDENT";"1137";"0.4118";"0.0815";"14.6598";100;0;0;0;0;0;0;0;0;0
"Gypsophila crassa";"BREEDING-RESIDENT";"2030";"0.7619";"0.0771";"6.0103";100;0;0;0;0;0;0;0;0;0
"Gypsophila crispifrons";"BREEDING-RESIDENT";"349";"0.4776";"0.1711";"15.6073";64;0;3,8;0;0;0;32,1;0;0;0
"Gypsophila rufipecta";"BREEDING-RESIDENT";"373";"0.4098";"0.1555";"-1.1511";100;0;0;0;0;0;0;0;0;0
"Habia atrimaxillaris";"BREEDING-RESIDENT";"7582";"0.5107";"0.2091";"8.6171";100;0;0;0;0;0;0;0;0;0
"Habia carmioli";"BREEDING-RESIDENT";"20538";"0.5476";"0.1871";"10.4226";99,7;0;0;0;0;0;0;0;0,3;0
"Habia cristata";"BREEDING-RESIDENT";"4550";"0.4787";"0.164";"4.7149";88,5;0;11,5;0;0;0;0;0;0;0
"Habia frenata";"BREEDING-RESIDENT";"2234";"0.3992";"0.2418";"-5.1435";100;0;0;0;0;0;0;0;0;0
"Habia fuscicauda";"BREEDING-RESIDENT";"100000";"0.5097";"0.2506";"15.0428";77,7;0;8,2;0;0;0;14,1;0;0;0
"Habia gutturalis";"BREEDING-RESIDENT";"5375";"0.3954";"0.1777";"6.0029";86,9;0;0;0;0;0;13,1;0;0;0
"Habia olivacea";"BREEDING-RESIDENT";"1905";"0.334";"0.2318";"5.2975";99,6;0;0;0;0;0;0;0;0,4;0
"Habia rubica";"BREEDING-RESIDENT";"78453";"0.4925";"0.2562";"-2.5376";100;0;0;0;0;0;0;0;0;0
"Habia stolzmanni";"BREEDING-RESIDENT";"17275";"0.4288";"0.2768";"1.117";100;0;0;0;0;0;0;0;0;0
"Habroptila wallacii";"BREEDING-RESIDENT";"53";"0.4769";"0.1408";"0.7045";100;0;0;0;0;0;0;0;0;0
"Haematoderus militaris";"BREEDING-RESIDENT";"694";"0.3584";"0.2072";"2.7707";100;0;0;0;0;0;0;0;0;0
"Haematopus ater";"BREEDING-RESIDENT";"135535";"0.7544678348766";"0.237911698085365";"23.0900719555834";0;0;0;0;0;0;0;100;0;0
"Haematopus ater";"NONBREEDING";"34574";"0.806155076068722";"0.184670555909065";"33.0319346965928";0;0;0;0;0;0;0;100;0;0
"Haematopus chathamensis";"BREEDING-RESIDENT";"921";"0.3676";"0.2132";"-43.9909";0;0;0;0;0;0;0;100;0;0
"Haematopus finschi";"BREEDING-RESIDENT";"4662";"0.3746";"0.252";"-44.4958";0;0;0;71;0;0;20,3;0;8,7;0
"Haematopus finschi";"NONBREEDING";"54224";"0.6367";"0.2662";"-41.3942";0;0;0;0;0;0;67,8;32,2;0;0
"Haematopus fuliginosus";"BREEDING-RESIDENT";"50886";"0.6484";"0.2653";"-34.6801";0;0;0;0;0;0;0;100;0;0
"Haematopus leucopodus";"BREEDING-RESIDENT";"23247";"0.7239";"0.2477";"-52.4514";0;0;0;73,7;0;0;0;9,9;16,5;0
"Haematopus leucopodus";"NONBREEDING";"2591";"0.803";"0.1745";"-44.2703";0;0;0;0;0;0;0;100;0;0
"Haematopus longirostris";"BREEDING-RESIDENT";"100000";"0.7361";"0.244";"-32.8301";0;0;0;0;0;22,7;0;77,3;0;0
"Haematopus moquini";"BREEDING-RESIDENT";"15228";"0.7862";"0.1756";"-33.8118";0;0;0;0;0;19,5;0;80,5;0;0
"Haematopus ostralegus";"BREEDING-RESIDENT";"100000";"0.5988";"0.2475";"54.711";0;0;0;0;0;0;71,8;12,8;15,4;0
"Haematopus ostralegus";"NONBREEDING";"27245";"0.7303";"0.2336";"39.5216";0;0;0;0;0;42,9;0;57,1;0;0
"Haematopus palliatus";"BREEDING-RESIDENT";"100000";"0.7488";"0.242";"21.2472";0;0;0;0;0;0;0;100;0;0
"Haematopus palliatus";"NONBREEDING";"17627";"0.7447";"0.2473";"26.7894";0;0;0;0;0;0;0;100;0;0
"Haematopus unicolor";"BREEDING-RESIDENT";"85904";"0.6402";"0.2539";"-40.4087";0;0;0;0;0;32,3;0;67,7;0;0
"Haematortyx sanguiniceps";"BREEDING-RESIDENT";"477";"0.4444";"0.1962";"5.2739";100;0;0;0;0;0;0;0;0;0
"Haemorhous cassinii";"BREEDING-RESIDENT";"100000";"0.4573";"0.277";"43.2166";100;0;0;0;0;0;0;0;0;0
"Haemorhous cassinii";"NONBREEDING";"81671";"0.5594";"0.2824";"37.9844";74,6;0;0;0;0;0;25,4;0;0;0
"Haemorhous mexicanus";"BREEDING-RESIDENT";"100000";"0.6331";"0.2697";"38.994";0;0;32,4;9,5;0;0;58,1;0;0;0
"Haemorhous purpureus";"BREEDING-RESIDENT";"100000";"0.5418";"0.2971";"44.4012";79,9;0;0;0;0;0;20,1;0;0;0
"Haemorhous purpureus";"NONBREEDING";"76885";"0.4717";"0.2849";"39.2588";68,5;0;0;0;0;0;31,5;0;0;0
"Hafferia fortis";"BREEDING-RESIDENT";"4762";"0.4453";"0.2882";"-4.3207";100;0;0;0;0;0;0;0;0;0
"Hafferia immaculata";"BREEDING-RESIDENT";"1839";"0.3273";"0.1644";"5.9445";79;0;0;0;0;0;21;0;0;0
"Hafferia zeledoni";"BREEDING-RESIDENT";"20390";"0.3932";"0.2473";"4.7972";94,1;0;0;0;0;0;5,9;0;0;0
"Halcyon albiventris";"BREEDING-RESIDENT";"54312";"0.5834";"0.2543";"-22.9094";13,4;63,1;4,1;2,4;0;0;13,8;0;3,2;0
"Halcyon badia";"BREEDING-RESIDENT";"4390";"0.3426";"0.2476";"3.406";96,8;3,2;0;0;0;0;0;0;0;0
"Halcyon chelicuti";"BREEDING-RESIDENT";"36618";"0.4808";"0.2429";"-7.9158";7,8;70,2;5;2,4;0;0;14,6;0;0;0
"Halcyon coromanda";"BREEDING-RESIDENT";"7883";"0.6057";"0.2263";"15.7996";64,1;0;0;0;0;0;30,4;0;5,5;0
"Halcyon coromanda";"NONBREEDING";"247";"0.5761";"0.248";"10.2754";66,2;0;0;0;0;0;32,8;0;1;0
"Halcyon gularis";"BREEDING-RESIDENT";"10020";"0.501";"0.2661";"13.1158";52,1;0;0;0;0;0;43,4;1,9;2,7;0
"Halcyon leucocephala";"BREEDING-RESIDENT";"42726";"0.5187";"0.2541";"-0.2256";6,3;64,5;5;1,7;0;0;16,9;0;5,7;0
"Halcyon malimbica";"BREEDING-RESIDENT";"11813";"0.5585";"0.2763";"6.7579";60,5;24,9;0;0,6;0;0;11,8;0;2,2;0
"Halcyon pileata";"BREEDING-RESIDENT";"2068";"0.6898";"0.2787";"29.1258";18,2;0;0;0;0;2;70;4,1;5,7;0
"Halcyon pileata";"NONBREEDING";"26391";"0.649";"0.2613";"13.545";36,8;0;0;0;0;2,5;34,5;9;17,2;0
"Halcyon senegalensis";"BREEDING-RESIDENT";"57484";"0.5655";"0.2527";"-7.5394";16;60,7;0;0;0;0;19,3;0;4;0
"Halcyon senegaloides";"BREEDING-RESIDENT";"1869";"0.714";"0.2203";"-10.5707";38,5;33,6;1,7;0;0;0;10,2;4,6;11,5;0
"Halcyon smyrnensis";"BREEDING-RESIDENT";"100000";"0.6177";"0.2823";"18.6929";16,1;0;0;0;0;0;78,4;0,9;4,6;0
"Haliaeetus albicilla";"BREEDING-RESIDENT";"100000";"0.5693";"0.2478";"55.6196";30,3;0;0;10,3;0;0,7;0;20,1;38,5;0
"Haliaeetus albicilla";"NONBREEDING";"21152";"0.5782";"0.2349";"46.7927";19,3;0;0;7,4;0;1,4;0;11,3;60,6;0
"Haliaeetus leucocephalus";"BREEDING-RESIDENT";"100000";"0.6157";"0.2725";"42.6087";66,5;0;0;0;0;0;0;5,5;28;0
"Haliaeetus leucocephalus";"NONBREEDING";"100000";"0.5649";"0.277";"41.3754";44,1;0;28,8;10,8;0;0;0;0,4;15,9;0
"Haliaeetus leucogaster";"BREEDING-RESIDENT";"100000";"0.6861";"0.264";"-16.0755";0;0;0;0;0;6,1;0;32,5;61,4;0
"Haliaeetus leucoryphus";"BREEDING-RESIDENT";"8821";"0.6766";"0.1678";"27.8521";0;0;0;0;0;0;0;0;100;0
"Haliaeetus leucoryphus";"NONBREEDING";"266";"0.5838";"0.2416";"43.2273";0;0;0;0;0;0;0;0;100;0
"Haliaeetus pelagicus";"BREEDING-RESIDENT";"319";"0.3836";"0.1691";"54.832";22,1;0;0;0;0;1,9;0;42,1;34;0
"Haliaeetus pelagicus";"NONBREEDING";"4901";"0.7476";"0.1677";"43.409";45;0;0;0;0;1;0;35,7;18,3;0
"Haliaeetus sanfordi";"BREEDING-RESIDENT";"418";"0.3321";"0.1687";"-8.5825";74,5;0;0;0;0;0;0;20,4;5,1;0
"Haliaeetus vocifer";"BREEDING-RESIDENT";"100000";"0.606";"0.2507";"-13.4754";47,6;0;0;0;0;1,5;0;3,8;47;0
"Haliaeetus vocifer";"NONBREEDING";"974";"0.5195";"0.2601";"-21.5464";0;0;0;0;0;100;0;0;0;0
"Haliaeetus vociferoides";"BREEDING-RESIDENT";"863";"0.669";"0.3177";"-16.314";69,7;0;0;0;0;0,8;0;3,9;25,6;0
"Haliastur indus";"BREEDING-RESIDENT";"100000";"0.6251";"0.2746";"7.9827";21,2;0;0;0;0;0;63,7;6;9,1;0
"Haliastur sphenurus";"BREEDING-RESIDENT";"100000";"0.6326";"0.2672";"-26.7982";28,6;26,6;15;16,7;0;0;0;2,1;11,1;0
"Haliastur sphenurus";"NONBREEDING";"13";"0.2374";"0.1286";"-41.0552";60,1;0;12,3;0;0;0;0;3,6;24;0
"Halobaena caerulea";"BREEDING-RESIDENT";"10442";"0.3419";"0.2067";"-55.5655";0;0;0;0;0;0;0;99,9;0;0
"Hamirostra melanosternon";"BREEDING-RESIDENT";"8373";"0.5159";"0.2606";"-19.9595";12,4;55,9;10,5;20,1;1,2;0;0;0;0;0
"Hapalopsittaca amazonina";"BREEDING-RESIDENT";"2085";"0.4736";"0.132";"5.3957";93,9;0;6,1;0;0;0;0;0;0;0
"Hapalopsittaca fuertesi";"BREEDING-RESIDENT";"936";"0.2956";"0.0603";"4.6752";100;0;0;0;0;0;0;0;0;0
"Hapalopsittaca melanotis";"BREEDING-RESIDENT";"451";"0.5966";"0.2145";"-15.9829";100;0;0;0;0;0;0;0;0;0
"Hapalopsittaca pyrrhops";"BREEDING-RESIDENT";"466";"0.4605";"0.1205";"-3.2959";100;0;0;0;0;0;0;0;0;0
"Hapaloptila castanea";"BREEDING-RESIDENT";"603";"0.5057";"0.2475";"3.4939";97,8;0;0;0;0;0;2,2;0;0;0
"Haplophaedia assimilis";"BREEDING-RESIDENT";"951";"0.706";"0.1413";"-13.2533";100;0;0;0;0;0;0;0;0;0
"Haplophaedia aureliae";"BREEDING-RESIDENT";"26646";"0.5443";"0.2113";"3.9653";100;0;0;0;0;0;0;0;0;0
"Haplophaedia lugens";"BREEDING-RESIDENT";"639";"0.3933";"0.2272";"0.7093";99;0;1;0;0;0;0;0;0;0
"Haplospiza unicolor";"BREEDING-RESIDENT";"8490";"0.4589";"0.2167";"-24.0044";100;0;0;0;0;0;0;0;0;0
"Harpactes ardens";"BREEDING-RESIDENT";"3037";"0.4027";"0.2331";"10.5421";96,5;0;3,5;0;0;0;0;0;0;0
"Harpactes diardii";"BREEDING-RESIDENT";"6491";"0.4098";"0.1892";"4.3411";100;0;0;0;0;0;0;0;0;0
"Harpactes duvaucelii";"BREEDING-RESIDENT";"8773";"0.3909";"0.2057";"4.2571";91,1;0;0;0;0;0;8,9;0;0;0
"Harpactes erythrocephalus";"BREEDING-RESIDENT";"20336";"0.5865";"0.2479";"18.5696";100;0;0;0;0;0;0;0;0;0
"Harpactes erythrocephalus";"NONBREEDING";"157";"0.4635";"0.3035";"23.6829";100;0;0;0;0;0;0;0;0;0
"Harpactes fasciatus";"BREEDING-RESIDENT";"29009";"0.323";"0.2115";"11.7774";80,1;0;0;0;0;0;19,9;0;0;0
"Harpactes kasumba";"BREEDING-RESIDENT";"4411";"0.406";"0.1877";"3.8091";100;0;0;0;0;0;0;0;0;0
"Harpactes oreskios";"BREEDING-RESIDENT";"8640";"0.3296";"0.1864";"11.2223";91,3;0;0;0;0;0;8,7;0;0;0
"Harpactes orrhophaeus";"BREEDING-RESIDENT";"536";"0.4207";"0.1938";"3.4483";100;0;0;0;0;0;0;0;0;0
"Harpactes wardi";"BREEDING-RESIDENT";"1357";"0.5833";"0.1908";"27.2878";100;0;0;0;0;0;0;0;0;0
"Harpactes whiteheadi";"BREEDING-RESIDENT";"23";"0.4282";"0.1955";"5.6079";100;0;0;0;0;0;0;0;0;0
"Harpagus bidentatus";"BREEDING-RESIDENT";"53825";"0.5274";"0.2599";"6.793";97,9;2,1;0;0;0;0;0;0;0;0
"Harpagus diodon";"BREEDING-RESIDENT";"6148";"0.4834";"0.23";"-23.7991";100;0;0;0;0;0;0;0;0;0
"Harpagus diodon";"NONBREEDING";"238";"0.4936";"0.277";"-9.7835";100;0;0;0;0;0;0;0;0;0
"Harpia harpyja";"BREEDING-RESIDENT";"7103";"0.3656";"0.2525";"0.3335";100;0;0;0;0;0;0;0;0;0
"Harpyopsis novaeguineae";"BREEDING-RESIDENT";"350";"0.3742";"0.281";"-3.718";95,7;0;4,3;0;0;0;0;0;0;0
"Hartertula flavoviridis";"BREEDING-RESIDENT";"948";"0.623";"0.233";"-20.3531";100;0;0;0;0;0;0;0;0;0
"Hartlaubius auratus";"BREEDING-RESIDENT";"2150";"0.6121";"0.2713";"-18.9036";97,1;0;2,9;0;0;0;0;0;0;0
"Hedydipna collaris";"BREEDING-RESIDENT";"67072";"0.6393";"0.2529";"-9.2942";46,1;29,1;5,7;0;0;0;16,6;0;2,4;0
"Hedydipna metallica";"BREEDING-RESIDENT";"4394";"0.6846";"0.2381";"18.4462";0;41;14,5;1,7;0;0;37,6;0;5,2;0
"Hedydipna metallica";"NONBREEDING";"73";"0.5869";"0.1737";"29.2952";0;0,9;33,7;4;0;0;52,7;0;8,7;0
"Hedydipna pallidigaster";"BREEDING-RESIDENT";"1079";"0.4746";"0.2545";"-3.7589";97,3;2,7;0;0;0;0;0;0;0;0
"Hedydipna platura";"BREEDING-RESIDENT";"5774";"0.5768";"0.2304";"11.9068";0;74,6;0,5;0;0;0;24,9;0;0;0
"Heinrichia calligyna";"BREEDING-RESIDENT";"371";"0.5081";"0.219";"-1.3357";100;0;0;0;0;0;0;0;0;0
"Heleia crassirostris";"BREEDING-RESIDENT";"678";"0.5593";"0.1774";"-8.6344";97,6;0;2,4;0;0;0;0;0;0;0
"Heleia dohertyi";"BREEDING-RESIDENT";"751";"0.577";"0.168";"-8.6061";71,7;0;2,7;0;0;0;25,6;0;0;0
"Heleia goodfellowi";"BREEDING-RESIDENT";"376";"0.477";"0.1816";"7.8657";100;0;0;0;0;0;0;0;0;0
"Heleia muelleri";"BREEDING-RESIDENT";"387";"0.4934";"0.1828";"-9.2888";79,2;20,8;0;0;0;0;0;0;0;0
"Heleia pinaiae";"BREEDING-RESIDENT";"38";"0.5118";"0.1617";"-3.0657";100;0;0;0;0;0;0;0;0;0
"Heleia squamiceps";"BREEDING-RESIDENT";"852";"0.4964";"0.2218";"-1.2344";100;0;0;0;0;0;0;0;0;0
"Heleia squamifrons";"BREEDING-RESIDENT";"386";"0.2729";"0.1885";"3.4467";97,7;0;2,3;0;0;0;0;0;0;0
"Heleia superciliaris";"BREEDING-RESIDENT";"431";"0.5348";"0.1176";"-8.6526";64,1;0;2,7;0;0;0;33,2;0;0;0
"Heleia wallacei";"BREEDING-RESIDENT";"1553";"0.5538";"0.2006";"-9.0465";64,9;18,1;2,1;0;0;0;14,9;0;0;0
"Heliactin bilophus";"BREEDING-RESIDENT";"3235";"0.4782";"0.2226";"-15.5682";7,6;87,4;0;0,5;0;0;4,5;0;0;0
"Heliangelus amethysticollis";"BREEDING-RESIDENT";"7921";"0.4645";"0.2373";"-9.165";84,5;0;5;2,4;0;0;8;0;0;0
"Heliangelus clarisse";"BREEDING-RESIDENT";"10775";"0.429";"0.1844";"6.8964";58,1;0;11,7;2,2;0;0;28;0;0;0
"Heliangelus exortis";"BREEDING-RESIDENT";"32613";"0.4094";"0.163";"3.6587";64,4;0;18,4;0;0;0;17,2;0;0;0
"Heliangelus mavors";"BREEDING-RESIDENT";"1116";"0.3691";"0.1574";"8.5009";57,9;0;16,4;11,1;0;0;14,6;0;0;0
"Heliangelus micraster";"BREEDING-RESIDENT";"2701";"0.298";"0.0778";"-4.4765";97;0;0;0;0;0;3;0;0;0
"Heliangelus regalis";"BREEDING-RESIDENT";"1352";"0.6742";"0.1869";"-5.5642";99,5;0;0,5;0;0;0;0;0;0;0
"Heliangelus spencei";"BREEDING-RESIDENT";"554";"0.4283";"0.1259";"8.6582";68,7;0;16,6;14,7;0;0;0;0;0;0
"Heliangelus strophianus";"BREEDING-RESIDENT";"8940";"0.7757";"0.1916";"-0.0129";97,5;0;2,5;0;0;0;0;0;0;0
"Heliangelus viola";"BREEDING-RESIDENT";"1787";"0.3802";"0.1319";"-4.7688";42,1;0;17,6;0;0;0;40,3;0;0;0
"Helicolestes hamatus";"BREEDING-RESIDENT";"6999";"0.5684";"0.2566";"-1.2998";87,2;0;0;0;0;0;4;0;8,7;0
"Heliobletus contaminatus";"BREEDING-RESIDENT";"8319";"0.4148";"0.2055";"-25.1211";100;0;0;0;0;0;0;0;0;0
"Heliodoxa aurescens";"BREEDING-RESIDENT";"6574";"0.6074";"0.2357";"-9.1356";100;0;0;0;0;0;0;0;0;0
"Heliodoxa branickii";"BREEDING-RESIDENT";"93";"0.2633";"0.2807";"-11.7139";99,9;0;0;0;0;0;0,1;0;0;0
"Heliodoxa gularis";"BREEDING-RESIDENT";"8";"0.3487";"0.1019";"0.4831";100;0;0;0;0;0;0;0;0;0
"Heliodoxa imperatrix";"BREEDING-RESIDENT";"23486";"0.5299";"0.2064";"0.8161";95,3;0;0;0;0;0;4,7;0;0;0
"Heliodoxa jacula";"BREEDING-RESIDENT";"64665";"0.6154";"0.2517";"5.6953";82,7;0;0;0;0;0;17,3;0;0;0
"Heliodoxa leadbeateri";"BREEDING-RESIDENT";"21420";"0.6375";"0.2033";"-1.8471";81;0;9;0;0;0;10;0;0;0
"Heliodoxa rubinoides";"BREEDING-RESIDENT";"51833";"0.6677";"0.1797";"0.9401";91,7;0;0;0;0;0;8,3;0;0;0
"Heliodoxa schreibersii";"BREEDING-RESIDENT";"3463";"0.4654";"0.2362";"-1.4111";97,6;0;2,4;0;0;0;0;0;0;0
"Heliodoxa xanthogonys";"BREEDING-RESIDENT";"472";"0.2686";"0.1918";"5.8384";97,6;0;2,4;0;0;0;0;0;0;0
"Heliomaster constantii";"BREEDING-RESIDENT";"19669";"0.5053";"0.2636";"16.0877";30,7;34,9;3,2;0;0;0;31,1;0;0;0
"Heliomaster furcifer";"BREEDING-RESIDENT";"18656";"0.6014";"0.2972";"-27.7629";32,7;56,5;0;10,9;0;0;0;0;0;0
"Heliomaster longirostris";"BREEDING-RESIDENT";"48191";"0.5651";"0.2569";"4.9799";62,8;0;11;0;0;0;26,1;0;0;0
"Heliomaster squamosus";"BREEDING-RESIDENT";"2973";"0.3883";"0.2411";"-19.05";23,5;56,6;0;0;0;0;19,9;0;0;0
"Heliopais personatus";"BREEDING-RESIDENT";"10";"0.1886";"0.1701";"13.4213";100;0;0;0;0;0;0;0;0;0
"Heliornis fulica";"BREEDING-RESIDENT";"26936";"0.5581";"0.2546";"2.4794";0;0;0;0;0;0;0;0;100;0
"Heliothraupis oneilli";"BREEDING-RESIDENT";"119";"0.5806";"0.2666";"-14.4191";98,8;0;0,9;0;0;0;0,4;0;0;0
"Heliothraupis oneilli";"NONBREEDING";"9";"0.7023";"0.2296";"-13.0374";100;0;0;0;0;0;0;0;0;0
"Heliothryx auritus";"BREEDING-RESIDENT";"14293";"0.48";"0.2673";"-6.1777";96,2;0;0;0;0;0;3,8;0;0;0
"Heliothryx barroti";"BREEDING-RESIDENT";"58121";"0.4984";"0.2498";"8.9776";82,8;0;0;0;0;0;17,2;0;0;0
"Hellmayrea gularis";"BREEDING-RESIDENT";"4571";"0.4792";"0.171";"3.6445";67,9;0;32,1;0;0;0;0;0;0;0
"Helmitheros vermivorum";"BREEDING-RESIDENT";"100000";"0.4232";"0.2615";"38.3371";100;0;0;0;0;0;0;0;0;0
"Helmitheros vermivorum";"NONBREEDING";"29183";"0.4844";"0.2567";"17.2507";100;0;0;0;0;0;0;0;0;0
"Helopsaltes amnicola";"BREEDING-RESIDENT";"1082";"0.6776";"0.2161";"43.952";81,6;0;6,1;3,8;0;0;0;0;8,6;0
"Helopsaltes amnicola";"NONBREEDING";"1";"0.6277";"NaN";"4.2191";100;0;0;0;0;0;0;0;0;0
"Helopsaltes certhiola";"BREEDING-RESIDENT";"2235";"0.4787";"0.2336";"49.0011";0;0;7,7;79,7;0;0;0;0;12,6;0
"Helopsaltes certhiola";"NONBREEDING";"9405";"0.7312";"0.229";"13.6345";0;0;0;0,8;0;0;89,6;0;9,7;0
"Helopsaltes fasciolatus";"BREEDING-RESIDENT";"261";"0.2273";"0.1691";"50.0626";20,2;0;2,8;77;0;0;0;0;0,1;0
"Helopsaltes fasciolatus";"NONBREEDING";"352";"0.4834";"0.1918";"0.1939";97,5;0;2,5;0;0;0;0;0;0;0
"Helopsaltes ochotensis";"BREEDING-RESIDENT";"848";"0.608";"0.2681";"46.5215";0;0;15,8;52,6;0;0;0;0;31,6;0
"Helopsaltes ochotensis";"NONBREEDING";"1119";"0.5895";"0.2185";"12.8139";0;0;42,9;0,2;0;0;0;0;56,9;0
"Helopsaltes pleskei";"BREEDING-RESIDENT";"188";"0.6644";"0.2125";"34.447";0;0;100;0;0;0;0;0;0;0
"Helopsaltes pleskei";"NONBREEDING";"73";"0.9381";"0.0529";"22.377";0;0;0;0;0;0;0;0;100;0
"Helopsaltes pryeri";"BREEDING-RESIDENT";"193";"0.5731";"0.1627";"34.6727";0;0;0;0;0;0;0;0;100;0
"Helopsaltes pryeri";"NONBREEDING";"418";"0.6131";"0.1529";"35.894";0;0;0;0;0;0;0;0;100;0
"Hemicircus canente";"BREEDING-RESIDENT";"16744";"0.3448";"0.2388";"12.0697";74,8;0;0;0;0;0;25,2;0;0;0
"Hemicircus concretus";"BREEDING-RESIDENT";"43";"0.5897";"0.1498";"-6.8442";45,5;0;0;0;0;0;54,5;0;0;0
"Hemignathus wilsoni";"BREEDING-RESIDENT";"6123";"0.4686";"0.1521";"19.7612";100;0;0;0;0;0;0;0;0;0
"Hemimacronyx chloris";"BREEDING-RESIDENT";"1212";"0.4418";"0.1986";"-27.2518";0;0;0;100;0;0;0;0;0;0
"Hemiphaga chathamensis";"BREEDING-RESIDENT";"1489";"0.4844";"0.1843";"-44.07";72,7;0;24,8;0;0;0;2,6;0;0;0
"Hemiphaga novaeseelandiae";"BREEDING-RESIDENT";"85041";"0.5177";"0.3109";"-40.9362";71,4;0;0;0;0;0;28,6;0;0;0
"Hemiprocne comata";"BREEDING-RESIDENT";"15111";"0.442";"0.212";"5.9577";100;0;0;0;0;0;0;0;0;0
"Hemiprocne coronata";"BREEDING-RESIDENT";"50821";"0.4004";"0.2275";"15.8961";100;0;0;0;0;0;0;0;0;0
"Hemiprocne longipennis";"BREEDING-RESIDENT";"24801";"0.5187";"0.2718";"3.3038";79,2;0;0;0;0;0;20,8;0;0;0
"Hemiprocne mystacea";"BREEDING-RESIDENT";"5407";"0.5174";"0.2673";"-3.2088";93,6;0,3;0;0;0;0;0;0;6,1;0
"Hemipus hirundinaceus";"BREEDING-RESIDENT";"13236";"0.5183";"0.25";"1.2441";81,5;0;0;0;0;0;18,5;0;0;0
"Hemipus picatus";"BREEDING-RESIDENT";"67142";"0.4717";"0.252";"14.883";77,4;0;3,6;0;0;0;19;0;0;0
"Hemipus picatus";"NONBREEDING";"403";"0.7097";"0.1309";"28.0078";91,7;0;0;0;0;0;8,3;0;0;0
"Hemitesia neumanni";"BREEDING-RESIDENT";"1007";"0.874";"0.1466";"-1.799";99,7;0;0;0;0;0;0;0;0,3;0
"Hemitesia pallidipes";"BREEDING-RESIDENT";"455";"0.4864";"0.2251";"22.4185";97,2;0;2,8;0;0;0;0;0;0;0
"Hemitesia pallidipes";"NONBREEDING";"276";"0.5011";"0.1803";"28.5758";100;0;0;0;0;0;0;0;0;0
"Hemithraupis flavicollis";"BREEDING-RESIDENT";"15336";"0.442";"0.2245";"-7.8928";95,1;0;0;0;0;0;4,9;0;0;0
"Hemithraupis guira";"BREEDING-RESIDENT";"37535";"0.5209";"0.2858";"-12.7567";61,7;23,8;0;0;0;0;14,5;0;0;0
"Hemithraupis ruficapilla";"BREEDING-RESIDENT";"25514";"0.4812";"0.2152";"-22.4444";85,4;0;0;0;0;0;14,6;0;0;0
